Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,Expected Loss (in Rs.)
8331,14.26,19.08,0.0091,10500.664719999999
8332,13.66,22.58,0.0066,6979.87752
8333,21.39,20.63,0.005,8488.621500000001
8334,10.5,16.57,0.0039,3416.4585000000006
8335,17.08,0.82,0.0019,3218.5893599999995
8336,0.1,25.51,0.008,59.592
8337,0.27,34.61,0.0006,10.593179999999998
8338,9.23,9.94,0.0098,8146.2872400000015
8339,12.65,20.68,0.0019,1906.4562
8340,15.07,8.52,0.0003,413.58108000000004
8341,22.14,4.4,0.0049,10371.2616
8342,21.34,7.04,0.0032,6348.052479999999
8343,23.6,20.96,0.0055,10259.392
8344,13.37,25.87,0.001,991.1181000000001
8345,2.69,3.67,0.003,777.3831000000001
8346,4.91,34.66,0.0095,3047.7843
8347,15.43,36.34,0.0024,2357.4571199999996
8348,24.32,16.25,0.0092,18738.56
8349,11.71,8.43,0.0054,5790.337380000001
8350,2.23,33.96,0.0049,721.6190799999999
8351,5.87,8.05,0.003,1619.2395000000001
8352,1.31,24.47,0.0013,128.62759
8353,2.24,13.96,0.0044,848.0102400000002
8354,8.44,0.71,0.0037,3100.62812
8355,6.49,35.62,0.0092,3844.00104
8356,21.29,21.34,0.0004,669.8685599999999
8357,21.48,25.24,0.0039,6262.794720000001
8358,14.25,36.53,0.0006,542.6685
8359,11.77,34.46,0.0027,2082.7956599999998
8360,14.12,26.56,0.0027,2799.8265599999995
8361,23.9,38.5,0.0084,12346.739999999998
8362,20.5,39.18,0.0015,1870.2150000000001
8363,3.11,25.74,0.0091,2101.6322600000003
8364,1.72,0.85,0.0086,1466.6268
8365,22.61,30.1,0.0041,6479.799900000001
8366,8.7,28.81,0.0073,4521.2769
8367,12.38,15.93,0.0055,5724.3263
8368,9.96,33.19,0.0013,865.0558800000001
8369,1.84,32.26,0.0037,461.17392
8370,13.79,17.7,0.0036,4085.701199999999
8371,5.48,36.86,0.0019,657.4136800000001
8372,7.24,1.6,0.0057,4060.7712000000006
8373,22.39,0.33,0.0006,1338.96678
8374,23.29,18.61,0.0039,7392.735090000001
8375,21.67,31.67,0.0019,2813.35109
8376,23.69,3.58,0.0053,12106.20594
8377,6.28,16.82,0.002,1044.7408
8378,5.87,9.24,0.0004,213.10448000000002
8379,10.45,25.01,0.0031,2429.3010499999996
8380,16.85,9.43,0.0081,12361.44645
8381,22.48,24.67,0.0061,10329.85224
8382,15.54,36.53,0.0029,2860.33902
8383,24.36,18.6,0.002,3965.808
8384,0.24,16.12,0.0022,44.28864
8385,19.9,20.89,0.0031,4880.2959
8386,6.21,10.21,0.0037,2063.10483
8387,15.71,36.73,0.0021,2087.34057
8388,18.97,25.07,0.0073,10376.38133
8389,2.67,6.07,0.007,1755.5517
8390,18.4,30.87,0.0086,10939.1312
8391,21.55,5.95,0.0085,17227.608750000003
8392,15.72,16.79,0.0051,6671.112120000002
8393,9.72,38.78,0.0024,1428.14016
8394,15.73,15.94,0.0071,9388.07298
8395,12.18,4.94,0.0089,10304.694119999998
8396,17.24,34.4,0.0077,8708.2688
8397,20.97,12.57,0.0063,11550.46473
8398,4.16,28.65,0.0057,1691.8512
8399,11.11,37.97,0.0026,1791.7985800000001
8400,1.36,29.65,0.0062,593.1912
8401,21.37,14.31,0.0034,6226.06402
8402,5.8,27.53,0.0048,2017.5647999999997
8403,21.37,30.76,0.0079,11689.30452
8404,7.88,31.4,0.0097,5243.5096
8405,23.1,22.34,0.0079,14172.173400000001
8406,2.54,21.64,0.0092,1831.11648
8407,23.44,19.77,0.009,16925.3208
8408,19.96,32.61,0.0048,6456.501119999999
8409,8.57,4.87,0.0003,244.57923000000002
8410,10.17,30.47,0.0096,6788.35296
8411,8.46,14.0,0.0048,3492.2879999999996
8412,1.52,26.11,0.0084,943.42752
8413,13.39,38.95,0.003,2452.3785000000003
8414,14.94,6.36,0.0067,9373.176720000001
8415,5.32,1.07,0.004,2105.2304
8416,18.95,25.91,0.0065,9126.03575
8417,24.87,13.2,0.0084,18133.214399999997
8418,16.6,6.29,0.0067,10422.426200000002
8419,10.58,11.6,0.0058,5424.5776
8420,23.11,0.21,0.0029,6687.826009999999
8421,12.77,17.07,0.0023,2435.7370300000002
8422,9.21,17.1,0.0079,6031.721100000001
8423,14.05,19.22,0.0025,2837.3975000000005
8424,21.67,0.79,0.0085,18273.985950000002
8425,23.99,22.61,0.0022,4084.4894200000003
8426,21.81,2.91,0.0029,6140.845409999999
8427,7.14,23.06,0.006,3296.1095999999993
8428,7.53,28.55,0.0056,3012.9035999999996
8429,10.17,39.78,0.0007,428.70618
8430,10.26,30.28,0.0085,6080.281200000001
8431,3.87,5.84,0.0068,2477.91456
8432,0.39,25.33,0.0096,279.56448
8433,16.32,26.21,0.0031,3733.1836799999996
8434,10.28,29.97,0.0007,503.93588
8435,5.5,19.45,0.0022,974.6550000000001
8436,2.11,22.85,0.0029,472.08084999999994
8437,2.34,34.02,0.0057,880.0412399999999
8438,4.27,11.5,0.004,1511.58
8439,2.15,25.02,0.0058,935.0006
8440,14.64,33.2,0.0038,3716.2176
8441,9.55,28.99,0.0001,67.81455000000001
8442,20.87,4.74,0.0071,14115.34102
8443,12.83,12.43,0.005,5617.6155
8444,11.89,31.12,0.0096,7862.238719999999
8445,15.86,33.68,0.0044,4628.07488
8446,21.62,24.84,0.0023,3737.40616
8447,11.66,25.73,0.005,4329.941
8448,11.22,7.75,0.0004,414.01800000000003
8449,10.52,29.42,0.0017,1262.2527199999997
8450,3.98,39.24,0.0019,459.46711999999997
8451,2.53,10.47,0.0005,113.25544999999998
8452,24.68,37.95,0.0039,5972.4366
8453,5.78,39.29,0.0082,2877.41116
8454,21.34,10.96,0.0099,18811.12464
8455,19.47,33.29,0.002,2597.6874
8456,17.93,32.59,0.0057,6889.369409999998
8457,22.29,5.54,0.0042,8843.15628
8458,0.85,2.54,0.0031,256.8071
8459,18.43,32.78,0.0072,8919.825119999998
8460,8.04,24.51,0.0066,4005.80136
8461,21.25,23.88,0.01,16175.499999999998
8462,20.24,19.19,0.0056,9159.328639999998
8463,2.75,29.76,0.0027,521.532
8464,18.09,13.58,0.0017,2657.67426
8465,11.14,2.56,0.0035,3799.1856000000002
8466,5.26,16.03,0.0075,3312.6165
8467,3.06,29.2,0.0076,1646.5248
8468,7.42,33.4,0.0069,3409.7868000000003
8469,16.75,21.64,0.0087,11419.010999999999
8470,22.94,12.57,0.0048,9627.09216
8471,11.76,10.41,0.004,4214.3135999999995
8472,12.7,37.63,0.0082,6495.211799999999
8473,7.12,30.24,0.0061,3029.8163200000004
8474,17.93,17.91,0.0077,11333.427489999998
8475,17.14,31.35,0.0071,8354.2931
8476,24.83,0.85,0.0002,492.37890000000004
8477,1.33,7.89,0.0005,61.25315
8478,5.06,26.68,0.0006,222.59951999999998
8479,17.21,26.21,0.0013,1650.90367
8480,5.11,8.29,0.0017,796.68477
8481,1.99,26.49,0.0099,1448.2205100000006
8482,14.87,32.91,0.0071,7083.160930000002
8483,15.26,6.38,0.0092,13143.49904
8484,14.65,0.53,0.0037,5391.771350000001
8485,13.22,11.28,0.0027,3166.7716800000003
8486,17.28,24.98,0.0005,648.1728
8487,4.13,10.48,0.0009,332.74584
8488,24.39,9.32,0.0008,1769.3481600000002
8489,20.04,36.91,0.0071,8976.697559999999
8490,7.07,35.17,0.0046,2108.40126
8491,19.11,4.93,0.008,14534.301599999999
8492,22.11,26.98,0.0052,8395.255439999999
8493,20.91,28.5,0.0037,5531.740500000001
8494,8.68,31.81,0.0078,4616.73576
8495,12.1,24.54,0.0092,8400.207199999999
8496,5.9,17.92,0.0064,3099.3408
8497,11.73,11.78,0.0017,1759.19502
8498,13.57,25.6,0.0071,7168.2168
8499,13.88,4.66,0.0005,661.6596000000001
8500,4.0,7.53,0.0026,961.688
8501,18.26,17.43,0.0093,14021.872259999998
8502,16.92,12.3,0.0043,6380.7011999999995
8503,11.7,27.78,0.0066,5576.828399999999
8504,4.45,2.08,0.0016,697.1904000000001
8505,16.16,35.08,0.0018,1888.39296
8506,21.61,24.51,0.0047,7667.292829999999
8507,12.89,8.39,0.002,2361.7058
8508,23.25,39.69,0.0012,1682.649
8509,15.0,39.77,0.0066,5962.7699999999995
8510,2.4,2.31,0.0071,1664.6376
8511,12.35,5.81,0.0035,4071.3627499999993
8512,18.36,19.59,0.005,7381.638
8513,15.7,23.85,0.0025,2988.8875
8514,0.54,7.81,0.0015,74.6739
8515,11.36,21.09,0.0023,2061.76048
8516,16.47,33.61,0.0062,6779.348459999998
8517,3.76,29.69,0.0093,2458.6000799999997
8518,16.31,15.26,0.0066,9121.92204
8519,16.53,18.33,0.0007,945.0035700000002
8520,23.07,35.79,0.0082,12146.86254
8521,17.44,36.97,0.0059,6485.53488
8522,11.02,18.57,0.0095,8524.9067
8523,23.17,33.06,0.0033,5118.2993400000005
8524,2.34,5.07,0.0026,577.55412
8525,21.27,25.71,0.0035,5530.51905
8526,6.66,26.37,0.0085,4168.194300000001
8527,7.44,9.34,0.0027,1821.1780800000001
8528,14.12,15.16,0.0068,8145.997439999999
8529,13.53,19.37,0.0003,327.27716999999996
8530,10.86,24.1,0.0075,6182.054999999999
8531,0.34,37.33,0.0095,202.42410000000004
8532,7.03,21.99,0.0024,1316.1847199999997
8533,5.69,26.07,0.0044,1850.9114800000004
8534,1.83,7.4,0.0016,271.1328
8535,22.87,30.3,0.0033,5260.328700000001
8536,3.5,3.34,0.0042,1420.9019999999998
8537,6.4,33.43,0.0019,809.4911999999999
8538,21.66,10.91,0.0066,12735.95004
8539,16.68,14.13,0.0054,7734.482639999999
8540,20.0,21.81,0.005,7819.000000000001
8541,4.19,28.47,0.0053,1588.4667100000004
8542,10.84,24.77,0.0031,2528.0289199999997
8543,18.19,38.99,0.0022,2441.49818
8544,18.45,20.15,0.002,2946.465
8545,22.46,39.13,0.008,10937.1216
8546,3.55,10.25,0.0034,1083.2824999999998
8547,9.73,5.62,0.004,3673.2696
8548,14.21,2.18,0.0091,12649.20202
8549,0.23,9.84,0.0019,39.399919999999995
8550,8.27,32.32,0.0056,3134.3961600000002
8551,13.85,22.89,0.0038,4058.2992999999997
8552,10.93,26.59,0.0049,3931.6193699999994
8553,15.08,37.12,0.0056,5310.0902399999995
8554,5.9,1.66,0.0003,174.0618
8555,1.06,5.7,0.0047,469.8026
8556,1.52,20.63,0.0055,663.5332
8557,24.57,2.77,0.0023,5494.56453
8558,24.41,5.7,0.005,11509.315
8559,13.37,31.98,0.0012,1091.3128799999997
8560,17.75,38.93,0.0057,6178.757250000001
8561,17.14,30.24,0.0017,2032.66688
8562,8.25,31.26,0.0009,510.39450000000005
8563,20.3,22.94,0.0067,10480.9306
8564,8.58,18.05,0.0043,3023.4633000000003
8565,8.37,24.08,0.0071,4511.69784
8566,0.78,5.7,0.007,514.878
8567,17.15,20.25,0.0045,6154.706249999999
8568,20.03,39.18,0.0059,7187.525140000001
8569,6.08,33.05,0.0054,2198.1023999999998
8570,12.02,25.63,0.0096,8581.703039999999
8571,1.84,7.06,0.0063,1077.36048
8572,16.68,28.08,0.0027,3238.98912
8573,11.03,20.2,0.0016,1408.3104
8574,22.75,14.12,0.0004,781.508
8575,15.4,25.32,0.0055,6325.396
8576,9.3,15.03,0.0044,3476.9724
8577,11.87,7.89,0.0023,2514.6951099999997
8578,6.66,8.76,0.0069,4192.842960000001
8579,18.84,15.15,0.0093,14866.738199999998
8580,24.89,28.88,0.0009,1593.15912
8581,24.69,38.72,0.0032,4841.610240000001
8582,12.76,25.2,0.0086,8208.2528
8583,12.05,2.45,0.0078,9168.7245
8584,18.15,10.44,0.0009,1462.9625999999998
8585,22.73,25.92,0.0076,12797.171839999999
8586,7.28,30.24,0.0058,2945.5462399999997
8587,10.68,39.56,0.0079,5099.443680000001
8588,10.33,22.98,0.0038,3023.34308
8589,14.29,24.4,0.0025,2700.81
8590,5.94,10.46,0.0093,4946.36868
8591,18.28,17.57,0.0096,14465.47584
8592,9.6,23.35,0.0007,515.088
8593,1.45,19.37,0.0019,222.13565
8594,21.2,1.88,0.0016,3328.2304
8595,11.9,6.98,0.0023,2545.9574000000002
8596,15.36,21.33,0.0068,8216.924159999999
8597,16.77,4.99,0.0027,4301.9577899999995
8598,22.97,17.55,0.0004,757.5506
8599,0.21,22.01,0.0048,78.61392
8600,13.58,29.44,0.0065,6228.3312
8601,20.34,37.08,0.0018,2303.62704
8602,9.31,29.18,0.0099,6527.40858
8603,22.0,12.61,0.0083,15957.414
8604,1.85,8.16,0.0095,1614.088
8605,2.78,11.92,0.0007,171.40367999999998
8606,24.86,33.8,0.0086,14153.295199999999
8607,16.59,23.45,0.006,7619.787000000001
8608,21.34,24.71,0.0005,803.3443000000001
8609,9.99,6.17,0.008,7498.8936
8610,5.09,11.72,0.0093,4178.91036
8611,10.34,34.05,0.004,2727.692
8612,13.92,2.55,0.0085,11530.284000000001
8613,3.6,6.22,0.0015,506.41200000000003
8614,15.29,15.47,0.0083,10727.448709999999
8615,22.66,37.73,0.0095,13404.8629
8616,3.2,32.83,0.0043,924.2592000000001
8617,8.2,37.59,0.0027,1381.7574
8618,10.55,13.78,0.0066,6003.4986
8619,14.03,3.7,0.0085,11484.2565
8620,10.77,10.19,0.0096,9285.63552
8621,2.87,2.64,0.0057,1592.7122400000003
8622,7.81,23.43,0.0072,4305.6842400000005
8623,7.85,27.85,0.0053,3001.80075
8624,12.62,11.03,0.0024,2694.72336
8625,20.47,26.5,0.0031,4664.0895
8626,20.68,26.87,0.0076,11493.69584
8627,21.6,34.22,0.0067,9519.6816
8628,10.89,20.02,0.0083,7229.152260000002
8629,3.83,36.5,0.0081,1969.9605
8630,2.47,10.84,0.0055,1211.2386
8631,19.15,18.42,0.0016,2499.6112000000003
8632,2.76,28.58,0.0054,1064.4436799999999
8633,9.38,10.23,0.0086,7241.56636
8634,17.12,33.18,0.0099,11325.188160000002
8635,1.1,33.46,0.0011,80.5134
8636,4.98,39.14,0.0013,394.0076400000001
8637,16.46,35.7,0.0038,4021.8364000000006
8638,0.83,17.18,0.0004,27.49624
8639,3.01,8.32,0.0001,27.59568
8640,11.63,20.92,0.0006,551.8202399999999
8641,19.46,7.84,0.0002,358.68672000000004
8642,11.21,2.01,0.0073,8018.81567
8643,6.13,11.79,0.0019,1027.38187
8644,22.65,32.4,0.0004,612.4559999999999
8645,20.77,10.09,0.0051,9523.89657
8646,2.36,3.82,0.0065,1475.4011999999998
8647,2.04,16.59,0.0018,306.28152
8648,20.75,5.2,0.0087,17113.769999999997
8649,13.09,12.9,0.0079,9007.098100000001
8650,14.34,5.25,0.0079,10733.848500000002
8651,3.67,20.69,0.0095,2765.14315
8652,5.66,20.11,0.0046,2080.01604
8653,14.7,31.53,0.0052,5233.846799999999
8654,22.95,26.22,0.0078,13207.3578
8655,10.98,27.42,0.0001,79.69284
8656,24.27,33.16,0.0082,13302.095760000004
8657,17.4,38.54,0.0053,5667.841200000001
8658,20.4,27.33,0.0023,3409.6763999999994
8659,11.92,35.54,0.0006,461.01792
8660,8.57,25.14,0.0011,705.70522
8661,6.8,24.08,0.0078,4026.7967999999996
8662,4.76,24.85,0.0058,2074.7411999999995
8663,24.84,34.22,0.0096,15686.161919999997
8664,0.75,33.11,0.0082,411.3735000000001
8665,17.93,10.8,0.0046,7357.0376
8666,5.66,15.23,0.0072,3454.54704
8667,18.85,29.48,0.0065,8640.463000000002
8668,7.02,33.59,0.0022,1025.6360399999996
8669,7.96,29.46,0.0044,2470.59296
8670,24.82,5.48,0.0026,6099.56464
8671,4.27,26.16,0.002,630.5935999999999
8672,23.33,23.67,0.002,3561.5578
8673,3.73,17.63,0.0075,2304.30075
8674,17.62,3.46,0.0079,13438.174920000001
8675,0.3,27.91,0.006,129.762
8676,19.35,5.08,0.0024,4408.0848000000005
8677,11.99,25.48,0.0012,1072.19376
8678,8.56,4.78,0.0027,2200.724640000001
8679,5.94,16.23,0.0053,2637.2471400000004
8680,8.2,13.97,0.0051,3597.7745999999997
8681,4.93,32.42,0.0085,2831.9398999999994
8682,22.31,6.94,0.002,4152.3372
8683,3.35,8.32,0.0033,1013.5224000000002
8684,0.74,27.1,0.0048,258.94079999999997
8685,20.54,22.97,0.0045,7119.882899999999
8686,3.21,23.83,0.0058,1418.1330600000001
8687,24.99,2.38,0.0094,22931.52372
8688,17.88,3.49,0.0041,7074.955079999999
8689,1.66,34.67,0.007,759.1346
8690,1.92,1.39,0.0042,795.1910399999999
8691,5.23,4.98,0.0041,2037.5138600000005
8692,17.45,26.64,0.0041,5248.541200000001
8693,19.01,36.8,0.0057,6848.1624
8694,23.65,35.82,0.0045,6830.356499999998
8695,12.0,28.2,0.0019,1637.04
8696,12.6,21.72,0.003,2958.9840000000004
8697,5.56,31.42,0.0067,2554.74216
8698,5.32,14.05,0.0009,411.5285999999999
8699,15.26,26.24,0.0057,6415.7923200000005
8700,19.89,4.34,0.0098,18646.238520000003
8701,1.06,17.23,0.0031,271.98222
8702,18.7,14.14,0.0044,7064.560800000001
8703,11.34,18.05,0.0092,8549.6796
8704,0.98,12.82,0.0043,367.37651999999997
8705,3.89,0.81,0.0055,2122.1700499999997
8706,16.94,3.91,0.0015,2441.6469
8707,9.81,36.67,0.0005,310.63365
8708,18.51,4.94,0.0044,7742.066640000002
8709,13.7,19.75,0.0062,6816.434999999999
8710,12.19,13.27,0.005,5286.193499999999
8711,0.11,8.64,0.0072,72.35712
8712,10.37,18.57,0.0029,2448.8443899999997
8713,21.37,16.03,0.0031,5562.76059
8714,11.83,23.59,0.007,6327.5121
8715,6.63,24.38,0.0075,3760.2045000000003
8716,6.08,12.94,0.0041,2170.2316800000003
8717,22.07,1.51,0.004,8694.6972
8718,4.12,32.21,0.003,837.8844
8719,9.33,24.37,0.002,1411.2558
8720,7.49,26.2,0.0073,4035.1626
8721,15.08,8.05,0.002,2773.212
8722,16.8,34.25,0.0085,9389.1
8723,23.68,23.28,0.0088,15987.22048
8724,16.68,8.32,0.0038,5811.045120000001
8725,2.8,35.4,0.004,723.52
8726,2.49,29.17,0.0034,599.6467799999999
8727,0.84,25.81,0.0083,517.2526799999999
8728,4.25,18.14,0.0068,2365.754
8729,7.09,16.86,0.005,2947.3130000000006
8730,18.14,33.99,0.0022,2634.32708
8731,5.47,23.76,0.0097,4045.21816
8732,5.35,8.14,0.0088,4324.768799999999
8733,21.15,34.41,0.0038,5271.4682999999995
8734,1.99,19.32,0.0,0.0
8735,23.64,23.92,0.0039,7014.271679999999
8736,23.75,38.95,0.0082,11889.487500000001
8737,0.24,3.25,0.0024,55.727999999999994
8738,12.49,24.56,0.0057,5370.79992
8739,16.21,32.32,0.0056,6143.719680000001
8740,22.64,28.01,0.0029,4726.575439999999
8741,21.95,10.26,0.0038,7485.2134
8742,24.94,11.34,0.0049,10834.78396
8743,4.8,30.65,0.0029,965.3519999999999
8744,15.23,14.87,0.0058,7519.873419999999
8745,15.9,9.25,0.0055,7936.0875
8746,4.73,30.5,0.0085,2794.2475000000004
8747,6.2,38.57,0.0014,533.2124
8748,1.26,30.75,0.0002,17.451
8749,11.06,12.71,0.0085,8206.132900000002
8750,11.07,38.04,0.0006,411.53831999999994
8751,17.26,17.6,0.0007,995.5568
8752,19.07,25.87,0.007,9895.613700000002
8753,14.41,37.87,0.0094,8415.757020000001
8754,6.41,19.76,0.0091,4680.47944
8755,6.13,6.48,0.0055,3153.026799999999
8756,13.32,39.79,0.0056,4491.184320000001
8757,15.95,7.92,0.0067,9840.1292
8758,24.25,30.82,0.001,1677.615
8759,9.38,20.47,0.0088,6564.724320000001
8760,18.35,10.1,0.0021,3464.2965
8761,18.77,33.42,0.0019,2374.44254
8762,17.78,1.87,0.0015,2617.1271
8763,22.88,14.94,0.0077,14985.530560000001
8764,17.48,11.06,0.0076,11815.501119999999
8765,19.88,13.42,0.0041,7056.96264
8766,7.47,22.1,0.0081,4713.4953
8767,20.0,14.26,0.0036,6173.279999999999
8768,0.67,8.0,0.0069,425.3160000000001
8769,15.28,31.49,0.0026,2721.76528
8770,18.14,18.31,0.0021,3111.8988599999993
8771,13.95,4.45,0.0062,8264.1195
8772,10.28,17.62,0.009,7621.797599999999
8773,4.8,23.9,0.004,1461.12
8774,0.45,4.97,0.0069,295.06815
8775,3.04,6.87,0.0038,1075.8377600000001
8776,10.14,25.35,0.0056,4238.9256
8777,7.41,7.29,0.0037,2541.83007
8778,14.91,22.66,0.0045,5189.1273
8779,7.47,13.21,0.009,5834.8917
8780,13.45,37.66,0.0047,3940.8230999999996
8781,20.71,30.7,0.0043,6171.372900000001
8782,11.88,8.25,0.0008,871.9920000000001
8783,23.76,2.79,0.0017,3926.50632
8784,14.27,11.01,0.0032,4063.63936
8785,17.0,35.9,0.0038,4140.860000000001
8786,20.49,14.92,0.008,13946.3136
8787,7.37,21.79,0.0013,749.3300099999999
8788,6.36,17.53,0.0042,2202.93864
8789,20.98,5.03,0.0081,16139.011859999999
8790,21.98,17.15,0.0059,10744.153699999999
8791,7.77,38.87,0.0024,1139.9522399999996
8792,15.44,35.01,0.0043,4314.81608
8793,20.82,32.75,0.0081,11341.1745
8794,1.53,11.35,0.0011,149.19795000000002
8795,9.25,33.26,0.0083,5123.9635
8796,21.93,12.87,0.0042,8025.195779999999
8797,21.94,10.97,0.0053,10352.58646
8798,9.24,20.8,0.0094,6878.9952
8799,18.46,22.31,0.0059,8461.52866
8800,18.99,24.43,0.0082,11767.609260000001
8801,14.95,35.37,0.0043,4154.73955
8802,23.05,7.78,0.0018,3826.2077999999997
8803,24.98,32.35,0.0008,1351.9176
8804,13.03,8.84,0.0038,4513.696239999999
8805,22.3,38.53,0.003,4112.343
8806,11.64,37.21,0.0036,2631.15216
8807,20.22,33.52,0.0035,4704.7896
8808,19.53,22.45,0.0093,14085.328949999997
8809,15.66,32.35,0.0082,8687.0718
8810,17.81,2.03,0.0019,3315.2068299999996
8811,16.68,35.62,0.0015,1610.7876
8812,9.01,18.04,0.0026,1919.9949599999998
8813,18.85,38.45,0.0096,11138.087999999998
8814,4.48,38.99,0.0075,2049.936
8815,0.91,33.31,0.0044,267.0267600000001
8816,23.86,32.43,0.0006,967.3321199999999
8817,8.14,3.07,0.0004,315.60408000000007
8818,23.6,37.62,0.0013,1913.8183999999999
8819,20.57,29.71,0.0093,13446.547289999999
8820,3.1,33.42,0.0029,598.5541999999999
8821,8.26,35.11,0.0079,4234.332060000001
8822,19.18,11.3,0.0085,14460.761
8823,12.79,14.4,0.0095,10400.828
8824,8.66,39.21,0.0046,2421.6304400000004
8825,21.16,37.99,0.0067,8791.28172
8826,21.59,13.34,0.0036,6735.561839999999
8827,20.26,36.44,0.0023,2961.7688799999996
8828,16.1,28.4,0.0062,7147.112
8829,22.54,9.28,0.0074,15131.733119999999
8830,1.39,5.67,0.0084,1101.39708
8831,5.96,17.77,0.0084,4116.76272
8832,2.68,25.34,0.0016,320.14207999999996
8833,24.31,2.31,0.0056,13299.125839999997
8834,10.22,20.88,0.008,6468.851200000002
8835,8.61,35.42,0.0024,1334.4811199999997
8836,10.39,25.87,0.0,0.0
8837,1.5,23.74,0.005,571.95
8838,11.54,12.89,0.0037,3719.42278
8839,1.61,3.06,0.0008,124.85872
8840,18.38,27.33,0.0019,2537.7817399999994
8841,12.38,14.27,0.0053,5625.088220000001
8842,14.13,27.99,0.0014,1424.50182
8843,11.57,7.93,0.0043,4580.574570000001
8844,17.98,19.27,0.0068,9870.37272
8845,11.24,32.84,0.0022,1660.73248
8846,11.91,8.96,0.0013,1409.57232
8847,17.64,18.58,0.0021,3016.12248
8848,2.54,28.96,0.0097,1750.2835199999997
8849,13.96,1.84,0.0074,10140.320640000002
8850,6.27,21.89,0.0054,2644.64838
8851,23.61,10.8,0.0003,631.8036
8852,13.55,12.06,0.0084,10009.3308
8853,1.24,5.83,0.0087,1015.9059599999999
8854,2.76,24.68,0.0069,1434.3940799999998
8855,10.82,17.39,0.0028,2502.7525600000004
8856,0.81,18.89,0.0003,19.70973
8857,15.85,31.8,0.0085,9188.245
8858,14.57,26.66,0.0051,5449.6753800000015
8859,24.75,25.02,0.0008,1484.604
8860,1.06,23.07,0.0075,611.5935000000001
8861,12.82,21.39,0.0018,1814.00436
8862,11.69,33.77,0.0084,6503.521079999998
8863,1.16,3.16,0.0045,505.50479999999993
8864,8.83,29.31,0.0058,3620.3176600000006
8865,17.37,33.47,0.0034,3929.12874
8866,14.83,15.94,0.0096,11967.45408
8867,23.98,32.93,0.0009,1447.50474
8868,23.14,16.28,0.0066,12786.053279999998
8869,3.98,39.74,0.002,479.66960000000006
8870,8.91,11.15,0.0058,4591.5903
8871,18.98,26.13,0.0018,2523.69468
8872,4.62,2.56,0.0058,2611.0022400000003
8873,23.41,34.55,0.0078,11951.0391
8874,0.59,14.06,0.0078,395.4958799999999
8875,14.8,2.53,0.0028,4039.1568
8876,6.18,24.57,0.008,3729.2592
8877,8.12,17.14,0.0008,538.25856
8878,0.64,21.8,0.0083,415.39840000000004
8879,6.85,20.48,0.0013,708.1256
8880,2.23,9.11,0.0055,1114.76585
8881,22.39,9.42,0.0066,13385.36892
8882,4.07,9.58,0.0015,552.0141
8883,7.32,19.31,0.0055,3248.5793999999996
8884,10.19,27.08,0.0037,2749.3027600000005
8885,24.84,32.9,0.0074,12334.053600000001
8886,12.41,25.71,0.0092,8481.83788
8887,8.83,12.74,0.003,2311.5174
8888,7.29,28.03,0.0015,786.9919500000001
8889,0.65,5.67,0.0008,49.05160000000001
8890,17.51,29.63,0.0081,9980.647470000002
8891,13.48,34.66,0.0093,8191.283759999999
8892,3.54,4.58,0.0032,1080.9177600000003
8893,10.3,4.08,0.0081,8002.605600000001
8894,11.64,4.3,0.0047,5235.555600000001
8895,0.51,36.74,0.0026,83.88276
8896,3.5,21.83,0.0064,1751.008
8897,9.14,25.47,0.0065,4427.8273
8898,17.36,2.2,0.0065,11035.752
8899,22.78,6.55,0.0041,8728.0431
8900,10.6,29.88,0.0,0.0
8901,0.71,15.58,0.0047,281.70954000000006
8902,21.68,25.42,0.01,16168.944
8903,0.4,6.31,0.0032,119.92320000000002
8904,16.23,38.75,0.0096,9543.240000000002
8905,7.43,13.32,0.0017,1094.8550799999998
8906,3.43,25.8,0.0079,2010.5974
8907,6.07,34.2,0.0016,639.0495999999999
8908,13.36,12.04,0.0005,587.5728
8909,16.01,16.92,0.0003,399.03324000000003
8910,17.24,16.69,0.0012,1723.5172799999993
8911,9.1,3.38,0.0035,3077.3469999999993
8912,20.91,24.9,0.0047,7380.6026999999995
8913,13.43,36.5,0.0068,5799.074
8914,18.21,23.84,0.0009,1248.1862400000002
8915,14.7,27.97,0.0075,7941.307499999999
8916,13.8,34.83,0.0021,1888.6265999999998
8917,0.4,1.73,0.0075,294.81
8918,5.28,19.09,0.0018,768.96864
8919,11.61,8.06,0.0002,213.48468
8920,17.91,19.53,0.0042,6053.114339999999
8921,24.35,8.55,0.0099,22045.39425
8922,12.58,34.56,0.0069,5680.32288
8923,2.56,5.17,0.0007,169.93536
8924,9.67,7.86,0.0053,4722.26714
8925,20.89,38.67,0.0079,10121.35123
8926,1.99,15.98,0.0099,1655.2780200000002
8927,2.2,16.82,0.0031,567.2876
8928,8.32,19.2,0.0061,4100.761600000001
8929,5.26,7.62,0.0058,2818.3290399999996
8930,20.64,32.18,0.0015,2099.7072000000003
8931,17.21,35.06,0.0058,6482.18092
8932,22.87,33.55,0.0093,14133.316950000002
8933,22.08,32.71,0.0007,1040.03424
8934,17.06,29.47,0.0072,8663.34096
8935,20.16,27.95,0.0097,14089.521600000002
8936,17.83,18.23,0.002,2915.9182
8937,19.99,39.89,0.0061,7329.753289999999
8938,14.24,19.04,0.0022,2536.3148800000004
